장소,평점,작성연도,작성월,작성일,리뷰
남이섬,5,2019,10,1.0,투어 가이드 Li Aizi는 매우 열정적입니다. 아이들은 세 번째 자전거 프로젝트를 좋아하고 디자인은 훌륭합니다. 나는 Nanyi Island에서 무지개를 보았다.
남이섬,5,2016,3,7.0,"겨울의 사랑 노래로 유명한 Nanyi Island는 실제로 개인 섬이지만 교통이 편리하지 않으므로 당일 치기 여행을 온라인으로 예약하는 것이 좋습니다. Nanyi Island의 가장 아름다운 계절은 겨울과 가을이어야합니다. 내가 갔을 때 조금 녹색과 노란색이지만, 그것은 여전히 매우 흥미 롭습니다. 섬에는 작은 다람쥐가 가득합니다. 사람 다람쥐를 두려워하지 않습니다. 토끼가 있다고하지만 보지는 못했지만 전통적인 관습으로 만든 콩 페이스트 패키지가 있습니다. ～ 시간이 더 있으면 모두에게 권합니다."
남이섬,5,2014,11,1.0,"서울에서 차로 약 2 시간 거리에있는 Nanyi Island의 탑승구에 도착했습니다. 부두에서 페리까지, 사방에 모니터가 있으며, 사계절의 Nanyi Island 사진이 재생됩니다. 섬에 도착한 후, 자전거를 빌려 하이킹을하는 것이 좋습니다. 대로는 단순히 아름답고, 무성한 직선 나무가 열린 길은 상쾌합니다! 섬에는 많은 활동이 있으며, 여러 나라의 도자기와 도자기가 서로 경쟁하고 있으며, 모든 나라의 어린이 책은 신선한 문화적 냄새로 가득합니다. ～ 가로수 길의 오른쪽에 단풍 나무가 점차 빨게 변하고 있습니다. 반 빨강과 반 노란 잎이있는 나무는 자유롭게 서 있습니다. 또한 잘 생겼습니다 ～ Nanyi Island에는 귀여운 타조와 작은 다람쥐가 있습니다. 대로의 중앙에는 매우 흥미로운 ""Nanyi 공화국 중앙 은행""이 있는데, 작은 외관은 국가 깃발의 가입으로 인해 꽃이 피는 것처럼 보입니다. ～ 환율이 좋지 않지만 돈을 바꿀 수 있습니다. 앞으로 가면 ""겨울 연인 노래""의 촬영 장소에 도착합니다. 남녀 주인공의 포스터는 광경 옆에 화려하게 게시되어 매우 명확한 지침입니다. ～"
남이섬,5,2019,10,23.0,"Li Aizi의 투어 가이드 태도와 당혹감, 참을성있게 다양한 질문에 대답"
남이섬,5,2016,3,11.0,"Nanyi Island는 서울의 동양 오아시스이며, 남녀노소 모두 자연의 포옹에 참여하고 즐거운 시간을 보내고 싶어합니다. Nanyi Island로의 여행은 사람들이 행복하게 살기를 보면서 나를 행복하게 만들었습니다. 나는이 세상의 모든 구석이 이와 같기를 바랍니다. 평화가 우리에게 얼마나 중요한지."
남이섬,5,2016,11,17.0,"가을의 Nanyi Island는 정말 아름답습니다. 날씨는 매우 편안합니다. 섬 전체가 붉은 색과 노란색 잎으로 정말 오래 머무르고 있습니다. 며칠 동안 식은 후, Songpo Ginkgo Road의 은행 나무 잎이 땅에 떨어졌습니다. 노란 잎으로 가득 찬 나무는 볼 수 없지만 노란 잎은 아름답고 꿈결 같은 느낌입니다. 다시 갈 기회를 찾고 싶다."
남이섬,4,2015,8,30.0,"8 월 말에 가면 온도는 약 26입니다. 매우 편안합니다! 이때 남 이이 섬은 매우 아름답고 나무는 초록색이고 바람은 시원하며 작은 다람쥐는 사람들을 두려워하지 않으며 공기는 무적이며 가족 크기와 커플에게 적합합니다. ～ 나는 많은 한국 이모가 휴식을 취하기 위해 이곳에 오는 것을 보았다. ～ 30 분 안에 작은 섬을 완성 할 수 있습니다. 하루 동안 머무르는 것은 여전히 괜찮습니다 ～ 소비는 조금 더 비쌉니다. 커피 4500, 아이스크림 2000, 간식 3000 ~ 5000, 최근 인민폐 환율이 떨어지면 조금 가치가 없다고 생각합니다. ～ 난이 섬 밖에 번지 점프와 연결이 있습니다. 큰 로프웨이, 물 속에는 고무 보트를 당기는 스피드 보트도 있습니다. 스피드 보트에 의해 높이 날아 다니는 고무 보트에서 두 사람이 높은 데시벨을 부르는 소리가 멀리 들립니다."
남이섬,5,2019,10,26.0,유감스럽게도 한국으로의 여행이 3 년 후 다시 출발했습니다. 매우 행복했습니다.이 여행에서 난이 섬으로의 당일 치기 여행을 준비하고 한국 드라마의 인기있는 명소를 보았습니다. 너무 행복해서 사진도 찍은 아름다운 가이드 샤오 송은 아주 좋습니다. 행복한 당일 치기 여행에 감사드립니다.
남이섬,4,2016,2,2.0,"Nanyi Island 반나절 투어, 서울에서 Jiaping 역까지 지하철과 ITX를 시작, 택시 5 분, 부두로 이동, 섬에 8000w 티켓, 거기에 갈 때 눈이 없다, 가을의 풍경을보고, 다음 번에 겨울 장면을 볼 수있는 기회가 있습니다."
남이섬,5,2014,3,31.0,"Nanyi Island는 많은 한국 드라마의 촬영지이며, 가장 유명하거나 가장 잘 알려진 ""겨울 연애 노래""가 될 수 있습니다. 동시에, Nanyi Island는 서울의 뒷뜰이기도하며, 수삼길과 은행 나무로 유명합니다. 가장 아름다운 계절은 가을이어야하지만 많은 관광객이 있습니다."
남이섬,4,2016,10,7.0,"겨울 연인 노래로 유명한 작은 공원, 풍경은 일반적이며, 며칠 만에 경치를 즐기는 것이 훨씬 더 아름답습니다. 정말 작은 다람쥐가 있습니다. 내가 거기에 갔을 때, 나는 직행 버스에 타지 않았다. 나는 9시 30 분에 차를 타고 8시 30 분에 운전했다. 나는 3 대의 지하철과 택시를 타지 않았다."
남이섬,5,2019,7,30.0,"Li Ming의 투어 가이드 서비스는 사려 깊고 정시에 도착했습니다. 도중에 나는 또한 아름다운 사진을 많이 찍는 데 도움이되었고, 떠날 때 작은 선물도 선물했습니다. 😊😊💗💗👍👍 Veryyyyy nice. Nanyi Island의 경치는 즐겁고 작은 프랑스도 아주 좋습니다. 정렬 된 점심도 아주 좋습니다. 대체로 아주 좋습니다! 투어 가이드는 Li Ming을 선택합니다 *** (매우 친밀한) 👍"
남이섬,5,2017,8,23.0,"Nanyi Island는 보트를 탈 수 있으며, Nanyi Island는 서울 시내에서 멀리 떨어져 있지만 지하철 Jingchun Line을 Jiaping Station으로 가져갈 수 있지만 열차는 거의 없으며 시간을 세거나 오랜 시간을 기다려야합니다. 열차. 가평 역에서 하차 한 후 길가에 순환 버스가 있으며 하루에 여러 번 탈 수 있습니다. Nanyi Island는 가평 역에서 차로 약 5 분 거리에 있으며, 로프웨이와 보트가 두 가지 방식으로 있습니다. 우리는 전자를 선택했습니다. 섬의 풍경은 매우 좋으며 많은 관광객이 있습니다. 고도가 높은 로프웨이 ~ 고도가 높은 로프웨이를 볼 수도 있습니다. 매우 흥미 롭습니다. 우리는 그룹이기 때문에 보트로 안전하게 갈 수 있습니다. Nanyi Island는 ""겨울 연가""의 위치이므로 경치 좋은 지역에는 눈사람의 모양이 많이 있습니다. 자연 경관이 아름답고 산과 물이 있으며 타조와 다람쥐도 보입니다! !"
남이섬,5,2017,7,16.0,"슈퍼 흥미로운 난이 섬, 섬 주인은 한국 정부와 모순이 있기 때문에 난이 공화국으로 섬 이름을 변경하고 외국인은 섬에 20 % 할인, 한국인은 전체 가격, 심지어 자신의 작은 은행을 발행하고 원화 1 대 1, 섬에서만 통화, 그런 독선적 인 것은보기 좋고, 재미 있고, 조금 부러워하는 것 같습니다!"
남이섬,5,2017,3,21.0,"Nanyi Island는 춘천시에서 서울과 거리가 멀기 때문에 전세, 그룹과 함께 하루 또는 직접 해적을하는 것이 좋습니다. 그것은 작은 섬이고 유명한 ""겨울의 사랑 노래""촬영지입니다. 와우, 용준입니다! 섬의 풍경이 얼마나 아름다운 지, 이것은 사람마다 다릅니다. 겨울에 가면 한국의 눈이 두껍게 덮을 수 있기 때문에 가장 아름다운 계절이어야합니다. 모든 소나무는 한국 드라마의 느낌을 은으로 감싸고 있습니다. 섬의 위치 외에도 기념품으로 만화 초상화를 그릴 수있는 전문 상점이 있습니다. 간단히 말해서, 자연 경관과 전통 상품 상점을 결합한 매력 인 전통적인 찐 가방을 파는 작은 상점도 있습니다."
남이섬,4,2016,8,20.0,Nanyi Island는 강에있는 작은 섬으로 섬의 페리를 타야합니다. 섬 티켓에는 티켓이 포함되어 있습니다. 섬 전체가 크지 않습니다. 한쪽에서 다른쪽으로 직진하면 약 15 분에서 20 분이 소요됩니다. 큰 특징은 삼나무의 줄과 겨울 연인 노래의 주요 촬영 장면입니다. 섬을 돌아 다니며 신선한 공기를 마시고 다양한 작은 풍경을 보는 것은 매우 흥미 롭습니다.
남이섬,4,2016,7,18.0,"Nanyi Island는 한국 드라마의 일부 촬영으로 유명하며 경치는 평균이지만 시간이 있다면 여전히 좋습니다. 또한 추천할만한 가치가 있습니다. 2016 년 Nanyi Island에서 촬영 된 ""Running Man""의 한 단계가 있습니다. 섬에서 먹고 쉬는 것이 매우 편리합니다. 큰 창고 무대와 많은 훌륭한 공연이 있습니다. 꼭보아야합니다. 섬에는 Huajia Yiyuan Restaurant, 중국식, 칭찬도 있습니다!"
남이섬,4,2016,4,15.0,"인생에서 너무 피곤했기 때문에 나는 이틀 동안 휴식을 취하기 위해 Nanyi Island에오고 싶었습니다. 그래서 나는 항해를 시작했고 공항에서 곧바로 왔습니다. 나는 Nanyi Island가 아침에 산책, 태양, 천천히 경험하기에 매우 적합한 장소라고 생각합니다. 왜냐하면 작은 파트너가 천진의 견과류 (땅콩 알갱이)를 가져 왔기 때문에 작은 다람쥐를 만났기 때문입니다. 그녀는 그것을 아주 좋아합니다. 처음으로 다람쥐와 마주보고있었습니다. . 4 월 10.11 이틀 동안 우리는 섬에 살았고 낮에는 너무 많은 사람들이 관광객이었고 많은 중국인들이 그 느낌을 좋아하지 않았고 난이 섬을 잃어 버렸습니다. . 가장 좋은 느낌은 아침과 밤이며, 다른 시간은 동화의 세계의 조용함을 경험하기에 충분하지 않습니다. . . 그리고 봄에는 기분이 나빠요. 가을은 사계절 중 가장 아름다운 시간이어야하고, 겨울에는 겨울의 연애 노래의 기억이있을 것입니다. 여름에는 명확하지 않지만 봄에는 녹지가 상상만큼 좋지 않습니다. 조금 실망 스럽습니다. 작은 동물들이 둘러싸여 있다고 말할 수 있습니다. 자유로운 소설은 여전히 매우 아름답습니다. . 밤에는 추울 것이고, 더 많이 착용해야합니다."
남이섬,5,2015,8,13.0,"섬에는 풀밭과 산책로가 가득합니다. TV 시리즈 ""겨울의 사랑 노래""의 남녀 주인공 인 Junxiang과 Haizhen은 여기에 행복하게 서식했습니다. 소나무, 미즈볼라, 밤나무와 같은 숲도 있으며, 연인들에게 사랑 받고 있습니다. 또한 ""겨울 연애 노래""의 영향으로, 겨울이 지나면 인기가 없었던 Nanyi Island는 새로운 사계절 관광 명소가되었습니다."
남이섬,5,2014,12,16.0,"가을에 처음으로 난이 섬에 갔을 때, 나는 열렬한 군중을 처음으로 느꼈기 때문에 다른 여행을 시작할 수 없었기 때문에 섬을 천천히 걷고 천천히 즐겼습니다. 이번에 나는 Nanyi Island를 방문했다! 사람들과 자연은 여전히 조화롭게 공존하고 있지만, Nanyi Island에서 처음으로 Suishan Road를 촬영하는 느낌을 찾을 수 없다는 것은 유감입니다."
남이섬,5,2016,6,11.0,Nanyi Island는 너무 아름답습니다! 6 월에 섬에가는 관광객이 많지 않습니다. 기본적으로 중국 투어 그룹이 없으며 한국 가족 모두가 보입니다. 섬은 너무 크지는 않지만 2-3 시간이 걸립니다. 섬 주변을 둘러보고 좋아하는 장소에서 사진을 찍는 것이 좋습니다.
남이섬,5,2018,2,6.0,"서울에서 춘천까지 약 1 시간, 섬으로 보트를 타야, 보트 여행은 약 5 분, Nanyi 섬은 크지 않지만 많은 기능이 있습니다, 가장 유명한 겨울 연인 노래의 장소는 기억 장면, 사계절은 각기 다른 풍경을 가지고, 나는 가장 아름다운 가을, 위대한이라고 들었습니다"
남이섬,5,2014,4,19.0,"베이징 Longqing Gorge의 한국 자매 명소. 한류의 발상지 인 겨울의 사랑 노래의 주요 장소 인 전체 섬은 따뜻하고 사소하며 절묘합니다. 한국 드라마 팬, 특히 Yong Jun 팬에게 필수입니다."
남이섬,5,2016,9,3.0,"Nanyi Island는 실제로 겨울의 연애 노래 테마파크이며, 개인적으로 겨울에는 더 많은 느낌을 갖습니다. 공원에서 겨울의 연애 노래를 찍을 수있는 다양한 명소가 있습니다. 케이블카를 타거나 보트를 타고 섬으로 갈 수 있지만 케이블카는 오랫동안 기다리고 있습니다."
남이섬,5,2016,8,15.0,"아주 재미있는 명소, 거기에 몇 마리의 타조가 있습니다. 시간이 제한되어 있다면 공원에서 작은 기차를 타고 관광하는 것이 좋습니다. 가격은 비싸지 않습니다. 또한 관심있는 곳을 볼 수 있습니다. 제한된 시간에 집중하십시오."
남이섬,5,2018,6,13.0,"남이도는 한국 드라마의 겨울 연가로 유명합니다. 서울에서 차로 약 1 시간 30 분 거리에 한국인들이 주말 휴가를 보내는 첫 번째 선택입니다. 남이도는 사계절의 경치는 즐겁습니다. 가을에는 은행 나무와 붉은 단풍 나무가 깔려 있습니다. 낭만적 인 겨울 눈은 사람들이 다시 돌아 오는 것처럼 보입니다. ""겨울 연가""드라마의 줄거리는 정말 아름답고 신비로운 섬입니다. ""난 이 공화국""이라는 제목은 세계에서 가장 큰 상상의 나라입니다. 가평의 난 이도 부두에서 티켓을 사서 배를 타고 반대편으로 오십시오. ""공화국"" 경치 좋은 곳의 입구에서 매우 귀여운 눈사람은 관광객들이 좋아하는 큰 카드입니다. 수삼 트레일 드라마의 주요 장면은 Nanyi Island 근처에서 쉽게 걸어 갈 수 있습니다. 자전거를 타면서 작은 기차를 돌아 다니는 것도 재미 있습니다. 타조의 자유 생활 공원 주변 어른과 아이들 Hu Lianlian Birds and Squirrels도 나무에서 벼룩을 고 있습니다.이 아름다운 자연은이 아기들이 Nanyi Island의 중심 인 광장 근처에 많은 미술 산책로 박물관과 미술관을 가지고 있습니다. 탐험 ～"
남이섬,5,2017,7,26.0,"겨울에는 ""겨울의 사랑 노래""의 촬영장 인 Nanyi Island에 왔습니다. 같은 날은 추웠습니다. 땅에 서리와 눈이있었습니다. 섬 전체가 매우 깨끗하고 조용했습니다. 일부 노동자들은 관광객들이 불을 피우고 따뜻하게하기 위해 고정 된 장작 더미를 세웠습니다. 다람쥐가 많았고, 나무와 나무 울타리가 양쪽에있었습니다. 도약, 당신은 또한 그것에 음식을 먹일 수 있습니다, 공원에는 고대 한옥과 일부 미술 상점이 있으며 사진을 찍고 작은 물건을 사는 것도 좋습니다."
